price,sqft_living,sqft_basement
115e4,3340,0
267e3,1400,0
555e3,1760,0
49e4,2010,0
619e3,2300,750
569950.0,2510,910
549e3,1340,0
422500.0,1560,0
4e5,3350,1210
692500.0,3710,0
31e4,2430,0
499900.0,2430,800
492e3,2100,0
46e4,1880,0
8e5,1630,0
832600.0,1640,0
47e4,2310,640
542e3,1930,0
1309500.0,4750,1150
308130.0,2300,650
31e4,1050,0
235e3,1500,0
215e3,1150,0
21e4,1920,550
73e4,3660,0
245e3,1720,580
54e4,2100,630
299e3,2400,0
51e4,2540,0
198e3,2080,1030
95e4,3400,0
3e5,2200,0
528e3,2140,940
507e3,3850,820
77e4,4270,1210
255e3,1340,0
22e4,1100,0
690700.0,2870,0
447e3,1320,0
755e3,2150,880
7e5,2470,990
25e4,1910,910
32e4,2130,0
565e3,2240,0
754300.0,1800,120
65e4,2160,760
529888.0,3140,0
432e3,1920,0
235e3,1050,0
994900.0,3695,0
489e3,3910,1200
8e5,3010,0
37e4,1370,470
436e3,2080,840
395e3,2250,0
377691.0,2120,800
37e4,2220,0
515e3,1440,0
169e3,910,0
475e3,1270,0
42e4,2480,0
1297e3,2630,120
822e3,2410,570
15e5,2930,620
485e3,1570,390
27e4,1900,700
3e5,2590,1200
878e3,3810,0
59e4,2290,0
611900.0,1220,0
24e4,1100,0
395e3,2810,0
169e3,890,0
200500.0,1280,0
308e3,2320,0
290256.0,1720,0
279950.0,1530,490
195e3,1580,0
63e4,1360,0
116e4,2680,0
478e3,1640,0
835e3,2520,820
639e3,1400,0
623e3,2300,0
22e4,1900,640
526e3,2000,750
243500.0,900,0
75e4,2980,90
329e3,1850,0
525e3,1570,0
19e4,670,0
772650.0,2660,0
355e3,2110,0
65e4,1970,400
678500.0,1210,0
669950.0,2670,0
85e4,3000,0
572e3,2200,0
492450.0,1540,340
813e3,2080,0
71e4,1780,0
792500.0,1960,630
285900.0,1690,0
389e3,2080,830
675e3,2070,580
352e3,760,0
105e4,4020,0
768500.0,3620,1800
5e5,2330,1100
685e3,1460,0
648475.0,2250,1050
655e3,2850,0
895e3,2640,910
195e3,1310,350
368e3,2720,0
997e3,3430,0
335e3,1990,650
25e4,1170,0
278500.0,1390,0
26e4,1540,0
162500.0,760,0
239e3,1280,0
6e5,2990,0
35e4,1770,0
852500.0,3830,0
485e3,2870,0
299e3,1520,0
227450.0,660,0
383e3,1800,600
835e3,3570,1200
76e4,3050,1130
532500.0,820,0
635e3,3610,1660
438500.0,1490,720
545500.0,1560,200
675e3,1660,0
45e4,1180,420
199999.0,960,0
375e3,1630,0
6e5,2260,0
292600.0,1520,0
1038e3,3050,1400
61e4,1000,0
397450.0,2650,0
382e3,1750,480
37e4,1770,500
52e4,1770,500
26e4,770,0
89e4,3370,0
344e3,2130,690
205e3,1050,0
379e3,2803,0
424240.0,2080,0
589950.0,2080,0
582e3,2120,930
349e3,2550,0
658e3,1290,0
294e3,1790,730
69e4,2720,860
6e5,1040,0
199990.0,840,0
22e4,1650,0
44e4,2080,620
439990.0,1540,0
815e3,3880,0
535e3,1860,0
215e3,1280,0
605e3,3200,1100
349900.0,2200,0
495e3,1570,500
515100.0,2074,0
62e4,2450,0
657500.0,2520,0
25e4,2190,1000
385e3,2190,1000
307e3,2320,0
288e3,1370,280
226450.0,1730,0
39e4,1640,530
35e4,1300,0
368e3,1560,500
469e3,1120,390
865e3,2670,0
515e3,3810,0
41e4,1440,0
21e4,1200,0
46e4,1520,700
241500.0,2500,670
322200.0,2010,0
279e3,1210,0
303e3,1100,0
42e4,1050,250
249e3,2120,740
294950.0,1240,0
1315e3,3460,900
335e3,1270,0
1155e3,2980,960
52e4,1250,0
56e4,1740,0
243400.0,1730,0
405e3,1240,0
495e3,1670,0
35e4,2140,0
368500.0,2530,1010
99e3,960,0
107e4,4130,0
43e4,1710,0
412500.0,1490,0
1122500.0,4750,0
915e3,3400,0
535e3,2210,0
39e4,1650,520
499e3,1260,480
375e3,1960,700
349e3,1800,0
635e3,1940,700
682e3,2820,0
321027.0,2820,900
15e4,720,0
41e4,1640,530
449950.0,1560,0
194990.0,1560,500
475e3,1910,700
53e4,1570,0
319950.0,2038,0
21e4,1720,500
485e3,1670,0
774e3,2830,0
478e3,1690,480
385e3,1620,0
595e3,2360,0
285e3,1480,310
723e3,2700,0
279e3,1780,540
195e3,1430,0
625e3,2160,990
27e4,1800,0
559e3,1930,0
474e3,1960,630
303500.0,1920,0
35e4,1470,0
367500.0,2980,1300
595e3,2980,1300
589e3,2360,0
585e3,1790,0
482975.0,2130,760
365500.0,2030,0
57e4,1790,0
335e3,2260,0
767500.0,2350,900
386591.0,1690,540
279e3,1320,0
62e4,2690,0
407e3,2810,1100
364250.0,2280,0
399e3,2870,330
766950.0,3030,0
71e4,2940,0
32e4,1190,0
3e5,1800,0
263e3,1580,400
445e3,1730,0
554e3,1910,0
335e3,1000,60
307e3,2520,1260
404e3,1420,450
775e3,3080,0
22e4,1060,0
518e3,2160,0
16e5,4060,0
315e3,1940,840
572650.0,2250,0
35e4,1620,770
285e3,920,0
231e3,1370,0
179e3,920,0
244e3,1360,0
185850.0,1630,0
61e4,3610,400
419e3,3010,0
779e3,2320,900
695e3,3290,1420
319900.0,2040,0
329e3,1920,600
475226.0,2120,0
638e3,2170,0
44e4,1330,430
214e3,1580,780
6e5,3580,1370
935e3,2580,730
63e4,1930,260
575e3,2120,0
345e3,1990,580
323e3,1310,0
425e3,2670,0
411e3,1910,900
299800.0,1530,0
823e3,2920,140
2e5,1010,0
76e4,2450,820
359950.0,1820,0
375e3,2090,620
295e3,2200,1100
25e4,2250,680
497e3,1450,0
52e4,2280,0
365e3,2720,620
459900.0,2250,790
158e3,1090,150
294700.0,1970,670
439950.0,2780,0
899e3,2290,740
535e3,2330,940
53e4,4060,0
215e3,1470,0
29e4,1620,700
798e3,3220,0
785e3,3270,0
433e3,2160,430
425e3,1150,140
654e3,2240,700
215e3,1280,0
232e3,840,0
675e3,1680,0
665e3,2330,780
835e3,3030,0
525e3,2880,0
78e4,2910,900
844e3,3090,0
68e4,2720,0
29e4,1310,0
56e4,1790,430
605500.0,2830,0
762500.0,3150,0
174e4,3930,1020
665e3,2840,1420
54e4,2480,840
375e3,1930,600
342e3,1260,540
34e4,670,0
125e4,3930,1390
693e3,3160,0
638500.0,1770,0
805e3,2240,0
25e4,990,0
325e3,1580,0
27e4,1560,0
88e4,2640,880
3e5,2120,680
29e4,1200,0
285e4,5040,2170
259950.0,1460,200
178e4,4890,0
299950.0,1580,0
483e3,2100,770
89e4,2060,0
719e3,1690,0
785e3,3370,1450
66e4,2330,0
264e3,1820,740
575e3,1890,0
1215e3,3820,0
475e3,2770,0
845800.0,3020,0
352500.0,1170,0
347e3,1270,0
56e4,1950,0
323e3,2230,900
595e3,2220,0
257500.0,2060,890
45e4,1100,0
41e4,1140,240
81e4,1980,660
372500.0,2480,1180
325e3,1050,0
28e4,1260,0
258e3,1680,800
329950.0,1360,0
836e3,2450,420
365e3,2260,0
111300.0,1060,0
864e3,3720,0
725e3,1610,0
55e4,3350,680
13e4,790,0
765e3,1660,670
255e3,1420,0
439500.0,2050,480
268e3,1250,0
985e3,1700,0
751305.0,2660,0
28e4,1350,0
304e3,1810,700
2e5,2210,480
325e3,2120,700
736e3,2470,930
426500.0,2700,0
64e4,1760,880
23e4,1930,0
366350.0,1680,0
365e3,1390,480
482e3,2240,0
345e3,1980,0
682e3,1830,0
657500.0,980,0
895e3,3550,0
425e3,1660,740
532500.0,2490,450
54e4,2329,0
578e3,1790,0
1086e3,2830,990
322500.0,1160,0
14e4,1000,0
485e3,2540,720
575e3,1750,310
421e3,2890,0
355e3,1870,670
515e3,2200,0
309e3,1300,0
815e3,3410,880
285e3,1160,0
7e5,2100,0
289e3,1490,0
458e3,3280,0
23e4,1450,0
432500.0,1930,510
288e3,1660,620
354e3,1260,0
119500.0,1170,0
805e3,3350,1330
435e3,1420,0
26e4,2170,540
377e3,1800,900
602e3,2000,0
53e4,1660,700
525e3,1540,770
25e4,1160,270
681e3,1700,0
625e3,1580,0
448500.0,2080,0
26e4,1030,0
538e3,1770,750
385500.0,1540,420
428400.0,2650,0
346290.0,2690,0
587e3,2210,0
355e3,2390,0
65e4,2580,1100
34e4,2160,0
565e3,2230,800
63e4,2000,0
227e3,1280,0
6e5,2810,1170
540400.0,1680,0
569e3,2150,0
735e3,2820,0
434e3,1750,540
578888.0,1060,60
465425.0,2430,0
280500.0,2660,1070
539950.0,1670,0
406430.0,1380,0
115e4,4160,0
25e4,1790,0
266e3,1940,480
258e3,1390,0
472e3,2200,1000
53e4,1264,0
302282.0,1095,0
37e4,850,100
625e3,1760,590
142500.0,690,0
334e3,1400,0
362e3,1810,0
181e3,1310,360
241500.0,1400,0
245e3,2350,1170
227500.0,1150,0
158550.0,1710,0
45e4,1660,530
485e3,1950,0
353e3,1780,0
5e5,2450,0
36e4,2060,500
357500.0,1540,0
272e3,1650,0
422e3,1160,0
365e3,1440,0
45e4,2150,540
275053.0,1060,0
188e4,2620,0
725e3,1630,670
235e3,1840,340
51e4,820,0
489950.0,820,0
463e3,2010,0
536e3,1990,0
375e3,2990,0
63e4,2540,0
362e3,1640,500
35e4,2500,1010
1691e3,4020,0
255e3,1500,110
269e3,1594,506
37e4,2130,0
27e4,1130,0
265e3,1690,0
487e3,1440,480
835e3,3270,0
85e4,4350,2150
575e3,1610,590
335e3,950,0
318e3,1010,0
51e4,1420,0
242500.0,1200,0
75e4,2020,1010
439900.0,3390,0
71e4,1700,240
24e5,3410,650
435e3,2030,400
874e3,2860,1300
385e3,1690,820
11e4,760,0
477e3,1780,570
5e5,1550,0
885e3,4090,0
235e3,880,0
21e4,1320,440
32e4,950,0
406e3,1390,0
35e4,1900,680
35e4,1392,0
72e4,3340,0
604700.0,2750,1030
343e3,1400,0
558e3,2220,940
364e3,1210,0
42e4,2390,1100
45e4,1870,0
392e3,940,130
1e5,1120,260
48e4,1250,0
212e3,1060,0
56e4,2410,810
359950.0,2844,0
535e3,2200,870
98e4,3460,630
72e4,1580,0
619950.0,1520,600
489e3,2260,0
415e3,1800,800
672500.0,2650,0
352500.0,1000,0
258750.0,2300,1150
35e4,1080,0
152e3,902,0
378500.0,730,0
1017e3,2600,0
419e3,1570,0
895e3,2876,906
668500.0,2290,510
487e3,1470,0
538e3,2620,650
898e3,2680,1230
315e3,2020,0
8e5,2100,0
516130.0,1510,0
16e5,2850,1060
12e5,4280,880
355425.0,3238,1560
1157400.0,2740,0
689e3,2020,0
5e5,1520,0
43e4,3860,1560
299500.0,1600,520
349950.0,2090,0
1419e3,4020,900
998e3,2910,0
329e3,900,0
575e3,1720,0
529900.0,3030,430
147e4,3030,650
725e3,2190,740
286e3,1680,0
335e3,1210,0
395300.0,1120,0
51e4,3180,160
203e3,920,0
248e3,700,0
265e3,2540,0
1e6,2100,0
1e6,1540,0
241400.0,1420,0
309950.0,1450,0
294010.0,1550,720
345e3,1920,0
625e3,1920,0
66e4,2510,0
559e3,1660,0
866e3,3990,0
77e4,2350,540
259950.0,1350,0
352e3,2980,1270
2466350.0,6390,1830
395e3,1590,0
276500.0,1400,0
53e4,1880,0
798e3,3500,0
38e4,1370,0
35e4,2810,0
325e3,2220,0
336e3,2110,0
286900.0,1720,280
472e3,1780,450
263e3,1410,0
565e3,2110,1000
765e3,2700,0
1517e3,2610,0
405e3,1660,830
1098e3,4570,0
555e3,3760,1120
305e3,1610,0
289950.0,1740,350
487500.0,3530,1150
96500.0,840,0
185e3,840,0
150550.0,1470,0
339e3,2470,500
675e3,2220,940
615e3,1720,760
837500.0,2700,0
25e4,950,0
583e3,1790,0
499e3,1610,0
55e4,2290,0
4e5,2170,0
990400.0,2100,0
6e5,2320,0
325e3,1120,0
265e3,1530,0
1620500.0,3490,1720
347500.0,1180,0
629e3,2050,580
1087500.0,2360,0
397500.0,2570,0
404500.0,1270,0
225e3,1250,0
267e3,2510,900
8e5,2690,570
339e3,2900,0
185e4,3830,1460
525e3,1280,0
115e4,4350,830
565e3,1370,0
387e3,1230,270
72e4,2440,0
15e5,4410,990
235e3,910,0
365e3,910,0
368250.0,2150,0
58e4,2150,0
11e5,3190,580
215e3,2130,0
648e3,2740,0
705e3,3150,0
465e3,1450,270
65e4,2400,500
335e3,2280,1140
64e4,2310,0
638250.0,2460,0
146e4,4200,560
375e3,1620,0
842e3,2170,0
499950.0,2880,1170
81e4,3280,0
31e4,2900,0
73e4,2160,620
637800.0,2250,830
225e3,1340,0
417500.0,1390,0
265e3,1600,0
55e4,2050,0
625700.0,2570,0
595e3,2660,0
27e4,1540,0
739375.0,2640,500
357562.0,1210,0
101e4,3760,0
455e3,1350,0
31e4,2600,790
415e3,3900,440
452e3,1340,0
81e4,1760,0
730001.0,1840,830
825e3,2980,750
665e3,1730,0
327500.0,1650,0
699950.0,3370,0
424e3,2200,0
657e3,2180,760
445e3,1490,280
45e4,1530,480
35e4,1180,0
46e4,2080,0
385e3,3200,1590
272e3,1880,0
535e3,2510,0
216500.0,1060,0
325e3,2130,0
420200.0,1320,0
258e3,1040,0
45e4,1150,0
720168.0,2120,700
652e3,2130,800
569500.0,2340,0
411e3,2250,0
524950.0,1890,600
153e3,1140,380
775e3,2780,0
338500.0,2390,0
57e4,2390,890
653e3,2680,800
435e3,1560,480
207e3,1130,0
54e4,1120,0
386e3,2050,280
265e3,2600,0
25e4,1050,310
1697e3,2600,670
455e3,2811,0
1795e3,4060,0
759e3,2260,1130
97e4,4430,0
28e4,600,0
69e4,2430,1000
789900.0,3420,1670
447500.0,1180,0
44e4,2010,790
278e3,1230,0
98e4,2750,1000
245e3,1300,440
287e3,1150,0
435e3,2220,1110
585e3,2050,0
616e3,1700,0
203e3,1610,510
86e4,2720,930
833e3,2190,1020
565e3,2730,0
572500.0,2490,0
254e3,1510,0
1525e3,4720,0
9e5,3810,0
899e3,1950,0
56e4,1300,0
512500.0,1610,430
775e3,2040,860
2e5,700,0
172e3,970,250
219900.0,910,0
641200.0,1060,0
473e3,2180,0
54e4,2050,650
295e3,750,0
37e4,800,0
1727e3,3470,1110
275e3,1390,0
89e3,900,0
175e3,1050,0
49e4,2410,810
342400.0,1180,0
345e3,1140,0
399e3,700,0
55e4,2060,740
652450.0,2230,600
438e3,1950,600
605e3,2100,760
395e3,2130,800
449950.0,1880,0
651100.0,2310,0
241e3,880,0
3418800.0,5450,0
268500.0,1290,630
2e5,1010,0
400375.0,1690,800
429e3,1350,0
23e4,680,0
12e5,2860,0
314200.0,610,0
513e3,2660,780
535e3,1390,430
42e4,2290,0
345950.0,2110,0
483500.0,1200,600
695e3,2360,840
295e3,2350,0
434975.0,1590,530
513e3,1810,0
36e4,1900,0
234900.0,1250,0
963e3,3280,0
595e3,870,0
942500.0,3570,0
1029e3,3780,0
35e4,1190,0
416500.0,2280,0
209900.0,1030,0
802e3,2870,1030
23e4,1520,0
489e3,3700,0
497e3,2240,620
25e4,1920,400
925e3,2560,450
39e4,1840,0
415e3,2080,0
785e3,1600,0
575e3,2168,0
17e4,860,0
75e4,2100,1000
23e4,1140,0
855e3,3090,0
235e3,1330,0
335e3,1360,0
1195e3,3420,880
677e3,2180,120
575e3,1800,200
45e4,1120,0
817250.0,2980,0
44e4,2600,790
526e3,1550,0
762500.0,3330,0
325e3,2200,0
84e4,3840,0
377500.0,840,0
212500.0,1270,0
749400.0,3240,0
663e3,2480,0
1476e3,4470,1230
261e3,1780,720
515e3,1850,0
41e4,2200,0
336e3,2760,0
44e4,1090,0
908950.0,3090,0
554e3,820,0
387e3,1445,145
268643.0,1810,0
514e3,1620,700
42e4,1060,0
199e3,1050,0
225e3,1010,0
32e4,2050,0
204995.0,970,0
376e3,1540,0
705e3,3000,0
725995.0,3190,0
285e3,1870,770
285e3,2200,0
731e3,3070,0
1564350.0,3730,910
51e4,2440,0
62e4,990,0
111e4,4160,0
796e3,3670,800
255e3,910,0
807e3,1940,0
315e3,1780,0
637e3,2200,0
2725e3,6410,800
49e4,2070,850
253e3,2040,1020
325900.0,2320,0
425e3,1440,570
215e3,1700,0
315e3,1700,0
724800.0,2050,870
295e3,800,0
509007.0,1800,450
306e3,1460,0
205e3,1290,0
275e3,1900,700
685e3,1480,0
465e3,2090,870
56e4,1950,620
458500.0,1250,0
354e3,990,0
441e3,2740,0
194e3,1260,150
316500.0,2150,0
524950.0,1750,520
1052e3,2880,960
925e3,2590,0
78e4,2430,600
241e3,1470,0
519e3,2020,750
286e3,610,0
4e5,3000,1500
255e3,920,0
152e3,1070,0
599e3,3410,0
33e4,1820,0
461e3,1060,0
62e4,3070,0
352500.0,2300,460
435e3,1610,350
725e3,2830,0
3e5,970,0
252e3,1680,0
464625.0,2040,780
34e4,1450,0
1325e3,2870,890
455e3,1870,750
495e3,2490,0
925e3,3350,710
587e3,3190,0
524e3,1560,780
103e4,2750,790
176e3,920,0
249900.0,1140,0
499500.0,2520,0
6e5,3150,1530
294e3,2040,0
272e3,1780,0
39e4,2240,0
7e5,3270,950
635e3,3110,0
92e4,1850,190
5e5,1570,380
263500.0,750,0
975e3,2240,0
575e3,1870,0
822e3,2683,0
3e5,1490,0
487600.0,2340,0
5e5,1700,850
68e4,1450,0
419e3,3310,0
45e4,1520,0
65e4,1260,0
55e4,1840,0
33e4,1750,680
282510.0,1450,0
2385e3,6330,1430
23e4,1260,240
75e4,2100,0
321e3,2430,0
2196e3,4250,900
245e3,1830,460
51e4,1310,0
751e3,3090,720
675e3,2560,0
295e3,1930,0
312e3,1460,200
73e4,3460,900
762500.0,3290,620
15e4,820,0
27e4,1480,720
4e5,1420,0
65e4,2790,0
53e4,1390,420
248e3,950,0
76e4,3000,1220
199e3,1280,0
24e4,870,0
415e3,1360,0
228e3,1000,0
525e3,2740,760
399950.0,1560,750
781e3,2590,0
827e3,1850,290
525e3,2500,0
671300.0,3280,0
175e3,670,0
11e5,2890,740
8e5,3000,1500
329950.0,1920,0
445e3,1960,0
237e3,2000,860
1112500.0,3600,990
438900.0,2740,0
128e4,3650,1120
6e5,2310,0
67e4,2095,0
519e3,1560,0
32e4,1880,490
27e4,840,0
1e6,2730,0
33e4,860,0
657500.0,2320,810
45e4,1540,0
15e4,890,0
792500.0,4290,0
54e4,1950,0
229900.0,1010,0
533e3,2830,0
239e3,1500,500
713900.0,3370,0
427500.0,3160,0
302e3,1110,0
115e4,3830,0
555e3,3160,510
495e3,2100,0
495e3,2240,0
34e4,1060,500
464950.0,2350,0
32e4,1940,0
44e4,1160,0
686e3,1840,0
555e3,2260,640
361500.0,840,0
124e4,2830,370
154950.0,1600,0
247200.0,1370,0
25e4,1960,470
590300.0,1470,0
541125.0,2740,1370
31e4,1090,0
704111.0,2460,780
277500.0,1820,0
325e3,1960,980
289200.0,1760,0
185e3,720,0
1445e3,3470,970
420550.0,1370,0
603e3,2370,820
345e3,1390,160
65e4,1840,920
589950.0,2790,1290
309950.0,1460,0
775e3,2620,0
59e4,2230,900
863500.0,3250,830
517500.0,1190,0
7e5,2090,800
699e3,2580,490
35e4,2100,410
795e3,3160,0
543e3,2090,730
325e3,1570,0
337500.0,1020,0
425e3,1300,0
78e4,2110,0
259e3,1210,0
524400.0,1990,140
26e4,1630,0
273e3,1384,0
639900.0,3380,0
42e4,2480,0
510500.0,1270,0
29e4,1010,0
226e3,1490,500
3e5,820,0
407450.0,1810,0
39e4,3060,1530
1058800.0,2980,850
61e4,3440,0
239975.0,1820,600
375e3,2320,840
742500.0,2620,0
45e4,2190,170
3e5,1780,0
216600.0,2200,960
525e3,1600,0
455e3,2450,800
39e4,2680,0
45e4,1850,970
382e3,1740,0
287e3,1490,320
46e4,1960,0
435e3,1380,0
575e3,1510,200
626700.0,1410,0
352e3,1440,0
65e4,920,0
197e3,1090,0
34e4,2790,1320
56e4,1840,0
354e3,1340,0
67e4,2570,0
769e3,3010,0
65e4,2160,1080
65e4,2140,850
289950.0,2090,1040
3e5,1810,570
471e3,1760,690
639e3,2500,0
287e3,930,0
74e4,3030,0
499922.0,1460,520
675e3,2940,0
738515.0,3360,0
445e3,2110,900
1039e3,2740,760
346e3,1070,190
45e4,1680,500
35e4,2260,0
24e5,5860,2170
594950.0,2380,0
1695e3,3320,0
219e3,1050,0
45e4,2070,0
402e3,1790,0
275e3,840,0
421500.0,990,0
56e4,4120,940
314e3,1620,0
287e3,1340,0
277e3,1500,0
337500.0,1300,0
792e3,3100,0
435e3,3380,1180
313100.0,2660,1210
575e3,1700,600
51e4,1840,600
299950.0,890,0
1028e3,2800,1220
364e3,2010,670
335e3,1380,0
219950.0,1210,0
215e3,1280,0
64e4,4090,420
535e3,1580,400
253e3,1910,770
65e4,1740,530
672e3,1130,0
606e3,1970,840
292e3,1780,500
289950.0,1670,0
257500.0,1360,0
38e4,1840,550
36e4,1255,0
269500.0,1840,600
449e3,2960,0
375e3,1430,0
22e5,5990,1940
81e4,3480,0
994e3,4260,0
275e3,1820,740
3e5,1290,0
38e4,2130,0
2e5,1170,0
635e3,1730,380
28e4,880,0
574e3,2380,0
105e4,1330,0
545e3,1780,0
271950.0,1220,0
63e4,2490,950
4e5,1180,0
334e3,2310,0
332500.0,1440,0
525e3,1620,540
408e3,2620,0
846450.0,3710,0
411100.0,1040,0
409124.0,3320,840
335950.0,800,0
48e4,2040,800
28e4,1960,980
668e3,2670,0
75e4,2930,0
394475.0,830,0
848e3,2290,310
675e3,2510,0
175e3,1280,0
56e4,1810,460
538888.0,2080,0
359e3,1680,0
3e5,1660,0
273e3,1650,0
67e4,1420,140
53e4,2240,500
625e3,1230,320
248e3,1260,0
533e3,2060,0
549950.0,3090,900
485e3,3220,1210
353500.0,2020,0
435e3,1910,0
241e3,1150,150
885e3,2730,1180
799200.0,2890,600
76e4,2280,790
27e4,1040,0
675e3,2440,400
499e3,1720,720
1202500.0,3430,0
32e4,2570,0
89e4,4360,2040
275e3,2060,850
49e4,3020,0
55e4,2340,800
39e4,2400,1190
277e3,1610,500
236e3,1090,0
265953.0,1470,0
545e3,1670,430
535e3,1850,0
145e4,3940,1800
49e4,2330,410
319950.0,2020,0
625e3,1300,0
248e3,1180,0
475e3,1320,0
41e4,2520,1200
67e4,1680,0
43e4,2000,0
313e3,1180,0
95e4,3330,0
751750.0,1880,0
76e4,2990,780
310650.0,1510,0
367500.0,3110,0
58e4,2150,0
58e4,1900,700
665e3,2720,0
239950.0,1560,0
47e4,1990,0
733e3,1740,790
25e4,2130,780
402e3,1510,0
295e3,2100,690
355e3,2344,784
289e3,1970,0
376e3,1470,0
212700.0,940,0
325e3,1780,0
415e3,2230,0
935e3,3570,1170
372e3,1920,0
24e4,1290,270
334950.0,1880,0
426500.0,2960,0
43e4,1840,540
4e5,1890,800
455850.0,1820,700
1965220.0,4370,760
4e5,1530,0
397500.0,1030,0
755e3,2000,0
287e3,1730,720
48e4,3620,0
49e4,2040,0
365e3,2640,960
26e4,1600,0
505e3,1480,0
26e4,700,0
43e4,700,0
905e3,3520,0
44e4,1650,0
439500.0,1360,0
27e4,1350,670
306500.0,1970,0
38e4,1470,160
215e3,1610,0
299900.0,810,0
145e4,2820,0
239950.0,1900,0
494e3,1830,290
317500.0,1730,720
67e4,2110,0
65e4,3060,0
852e3,2620,0
25e4,1088,0
264950.0,1400,0
582500.0,1540,520
384e3,1540,240
817e3,2310,520
32e4,1730,0
445800.0,2070,600
263300.0,900,0
215e3,860,0
842500.0,2980,910
85e4,2980,910
386e3,2740,0
251100.0,1790,0
435e3,1750,420
87e4,3610,0
8e5,1430,0
555e3,1570,0
28e4,2280,0
356e3,940,0
675e3,2920,0
605e3,2260,0
690500.0,2000,720
437e3,1440,0
85e4,2310,0
35e4,2300,960
48e4,1490,0
379500.0,1830,0
6e5,4440,0
1436e3,4970,1040
303e3,1000,160
8e5,4940,1490
549e3,1980,760
324950.0,1560,350
17e4,870,0
178e3,840,0
144e3,1250,0
158e4,3120,1140
258e3,750,0
345e3,710,0
47e4,2290,670
2903e3,3750,0
35e4,980,0
225500.0,1590,0
473e3,940,220
279e3,1750,600
47e4,1460,580
565e3,1540,770
695e3,2560,1180
315e3,1660,0
529e3,1880,0
75e4,3500,0
481500.0,1840,0
211e3,1060,0
455e3,1790,400
238950.0,810,0
722500.0,2600,780
795e3,3230,1230
327500.0,2240,0
585e3,3400,0
775e3,3140,1200
645e3,2780,0
445e3,2320,650
257950.0,1370,0
375e3,2230,1000
245e3,1610,0
725e3,3410,0
702e3,2810,0
33e4,1850,0
94e4,1790,0
354500.0,1150,0
279950.0,2420,0
284e3,1580,400
48e4,1760,200
647500.0,1760,200
625e3,2750,0
152e3,920,0
322e3,960,0
445e3,1120,250
595e3,1560,0
165e3,1380,400
278500.0,1940,0
517500.0,1810,440
343566.0,1100,0
286285.0,1980,810
474905.0,1340,0
55e4,1680,280
286e3,2060,0
9e5,2620,850
449950.0,1610,0
259e3,1490,0
34e4,1900,360
785e3,3440,0
49e4,1840,710
344950.0,2330,930
95e4,2250,370
81e4,2000,1000
998160.0,3010,1750
377e3,1680,530
595e3,1530,0
313300.0,970,0
36e4,1550,0
188e3,1660,0
755e3,3680,0
1289e3,3210,920
455e3,1480,0
817500.0,3600,920
55e4,1700,0
26e4,1680,440
32e4,1550,0
1153e3,3780,1130
362e3,2360,900
503500.0,1810,460
653e3,2290,0
76e4,3370,0
775e3,2090,1000
1339e3,2130,0
417500.0,2060,700
525e3,1560,340
217e3,730,0
525e3,2910,1270
442500.0,2490,600
525e3,1710,0
425500.0,1520,0
71e4,2930,0
545e3,3160,1230
41e4,2910,0
245e3,1700,500
194900.0,810,0
284e3,2000,0
28e4,1894,374
28e4,2080,1040
36e4,1730,720
405e3,720,0
865e3,3560,0
483300.0,1210,0
355e3,2130,0
274950.0,1570,390
1925e3,3950,1070
755e3,3450,760
194e4,7220,1000
309212.0,1150,0
219950.0,1500,350
69e4,1300,0
250800.0,1290,120
557500.0,2510,0
941e3,2320,500
365e4,5480,1570
305e3,2030,800
815e3,2060,0
1015e3,2920,1120
124e4,3330,1000
535e3,2110,0
775e3,1175,0
255e3,1590,0
327e3,1070,0
56e4,2720,480
1339e3,2980,0
199500.0,1160,0
76e4,3580,0
439e3,3020,1040
527e3,2380,970
199950.0,2270,970
254e3,1660,0
393e3,830,0
585e3,2480,620
45e4,1900,750
565e3,1670,0
33e4,2000,700
87e4,2320,0
585e3,1860,400
5e5,2110,0
225e3,1400,250
295e3,1400,250
775e3,2850,930
28e4,1370,0
539e3,2170,890
567500.0,2570,0
442500.0,1970,660
598200.0,2980,0
61e4,2300,0
544900.0,1990,0
557500.0,2390,0
532500.0,2160,730
135e4,3300,0
75e4,1840,800
53e4,2030,0
346100.0,1400,0
26e4,2320,0
365e3,1410,0
615e3,1860,930
318400.0,1820,0
498500.0,1910,0
45e4,1540,0
2e5,1430,0
234e3,1010,0
121800.0,940,0
805e3,2600,1000
41e4,2060,840
475e3,1920,0
1337500.0,2900,0
269e3,1020,0
573e3,2150,0
33e4,1660,0
252750.0,1230,0
745e3,2170,0
28e4,1280,0
535e3,2240,860
58e4,1780,460
301e3,1840,620
6e5,1740,0
538900.0,3040,0
366e3,2370,0
303e3,2100,0
432e3,1470,380
3e5,1300,480
908800.0,3420,990
5e5,1190,220
254e3,2080,340
47e4,2180,840
48e4,1460,0
536e3,1530,380
1349e3,4740,1100
55e4,1980,0
26e4,1710,470
284900.0,1160,270
74e4,2200,670
425e3,1170,140
23e4,1120,0
675e3,1710,0
267500.0,1650,0
814e3,2840,1420
125e4,3310,0
46e4,1860,540
445e3,2250,0
715e3,2890,0
425e3,2120,1060
37e4,2130,0
302e3,1170,390
453e3,2120,1060
29e4,1280,0
1035e3,3170,0
925e3,2260,0
6e5,2930,900
354e3,1060,0
204950.0,1740,560
675e3,2990,0
